,Tweets,Subjectivity,Polarity,Analysis
149,"I am sure you would be aware of inspiring anecdotes of how collective efforts have brought about positive changes. 

You would surely know of initiatives that have transformed many lives. 

Please share them for this month’s MannKiBaat, which will take place on the 26th!",0.678872053872054,0.43371212121212127,Positive
150,Saddened by the loss of lives due to heavy rains as well as landslides in Arunachal Pradesh. My thoughts are with the bereaved families. May the injured recover quickly. All possible assistance is being provided to those affected.,0.59375,0.002083333333333326,Positive
151,"Glimpses from the solar power project that was inaugurated in Rewa, Madhya Pradesh, this morning. ",0.0,0.0,Neutral
152,"आत्मनिर्भरता सही मायने में तभी संभव है, जब हमारे भीतर आत्मविश्वास हो।

आत्मविश्वास तभी आता है, जब पूरा देश, पूरा सिस्टम हर देशवासी का साथ दे।

कोरोना संकट से पैदा हुई स्थितियों के बीच भारत यही काम कर रहा है, सरकार यही आत्मविश्वास जगाने में जुटी है। ",0.0,0.0,Neutral
153,"सोलर पावर की ताकत का हम तब तक पूरी तरह से उपयोग नहीं कर पाएंगे, जब तक हमारे पास देश में ही बेहतर सोलर पैनल, बैटरी, उत्तम क्वालिटी की स्टोरेज कैपेसिटी ना हो।

आत्मनिर्भर भारत अभियान के तहत अब देश का लक्ष्य है कि सोलर पैनल्स सहित तमाम उपकरणों के लिए आयात पर निर्भरता खत्म करें। ",0.0,0.0,Neutral
154,"जब हम renewable energy के बड़े projects लॉन्च कर रहे हैं, तब हम ये भी सुनिश्चित कर
रहे हैं कि साफ-सुथरी ऊर्जा के प्रति हमारा संकल्प जीवन के हर पहलू में दिखे। 

हम कोशिश कर रहे हैं कि इसका लाभ देश के हर कोने, समाज के हर वर्ग, हर नागरिक तक
पहुंचे।

जानिए इसका एक उदाहरण... ",0.0,0.0,Neutral
155,"Solar energy- pure, sure and secure. ",0.662962962962963,0.37142857142857144,Positive
156,"Rewa, associated with Maa Narmada and the White Tiger will also be known as the land with a state-of-the-art solar power project.

This solar project will help the people of MP, power the Metro in Delhi and contribute to a cleaner environment. ",0.0,0.0,Neutral
157,"Inaugurating a Solar Project in Rewa, Madhya Pradesh. ",0.0,0.0,Neutral
158,Birthday wishes to Shri  Ji. Rajnath Ji’s wisdom is greatly beneficial to the Government. He is at the forefront of efforts to build a strong and secure India. He has always worked for the welfare of the poor and our hardworking farmers. Praying for his long life.,0.6166666666666667,0.23666666666666666,Positive
159,"At 11 AM tomorrow, I would be inaugurating a 750 MW Solar Project in Rewa, Madhya Pradesh via video conferencing. This project adds momentum to our commitment of increasing renewable energy capacities by 2022. ",0.0,0.0,Neutral
160,"India awaits you.

There are infinite opportunities in a wide range of sectors. ",0.4,-0.1,Negative
161,"India is seeing clear green shoots when it comes to economic recovery.

The economy is being made:

More productive.

More investment friendly. 

More competitive. ",0.4119047619047619,0.28214285714285714,Positive
162,"The story of global revival will see India play a leading role. 

India is fighting a spirited battle against the virus.

The focus is on improving people’s health as well as the health of the economy. ",0.5,0.25,Positive
163,"हम सभी के प्रयासों से हमारी काशी भारत के एक बड़े एक्सपोर्ट हब के रूप में विकसित होगी। 

काशी को हम आत्मनिर्भर भारत अभियान की प्रेरक स्थली के रूप में भी स्थापित करेंगे। ",0.0,0.0,Neutral
164,"सेवा करने वाला सेवा का फल नहीं मांगता, दिन-रात निःस्वार्थ भाव से सेवा करता है।

दूसरों की निःस्वार्थ सेवा के हमारे यही संस्कार हैं, जो इस मुश्किल समय में देशवासियों के काम आ रहे हैं। ",0.0,0.0,Neutral
165,"उत्तर प्रदेश ने न सिर्फ संक्रमण की गति को काबू में किया हुआ है, बल्कि जिन्हें कोरोना हुआ है, वे भी तेजी से ठीक हो रहे हैं।

इसकी बहुत बड़ी वजह आप सभी लोग हैं। आप जैसे सामाजिक, धार्मिक और परोपकारी संगठनों के सेवाभाव, संकल्प और संस्कार हैं, जिनसे इस कठिन समय में बहुत मदद मिली है। ",0.0,0.0,Neutral
166,"हमारी काशी में बाबा विश्वनाथ और मां अन्नपूर्णा दोनों विराजते हैं।

तमाम संगठनों के लिए, हम सभी के लिए यह बहुत सौभाग्य की बात है कि इस बार गरीबों की सेवा का माध्यम भगवान ने हमें बनाया।

एक तरह से आप सभी मां अन्नपूर्णा और बाबा विश्वनाथ के दूत बनकर हर जरूरतमंद तक पहुंचे। ",0.0,0.0,Neutral
167,Addressing India Global Week organised by . BeTheRevival IGW2020 ,0.0,0.0,Neutral
168,Interacting with NGOs from Varanasi. ,0.0,0.0,Neutral
169,"Will be addressing the India Global Week, organised by  at 1:30 PM tomorrow. This forum brings together global thought leaders and captains of industry, who will discuss aspects relating to opportunities in India as well as the global economic revival post-COVID.",0.05,0.05,Positive
170,"कोविड महामारी के दौरान वाराणसी के नागरिकों और सामाजिक संगठनों से जुड़े लोगों ने पूरे समर्पण भाव से न केवल जरूरतमंदों की मदद की, बल्कि स्थानीय प्रशासन को भी हर प्रकार की सहायता दी। अपने संसदीय क्षेत्र के इन लोगों से कल सुबह 11 बजे होने वाले संवाद को लेकर बेहद उत्सुक हूं।",0.0,0.0,Neutral
171,An important step towards transforming the agriculture sector.  ,1.0,0.4,Positive
172,कोरोना संकट काल में गरीबों की चिंताओं को दूर करने और उन्हें सशक्त बनाने के लिए आज कैबिनेट ने एक महत्वपूर्ण फैसले को मंजूरी दी। प्रधानंमत्री गरीब कल्याण अन्न योजना को नवंबर तक के लिए बढ़ा दिया गया है। इससे देश के 81 करोड़ लोग लाभान्वित होंगे। ,0.0,0.0,Neutral
173,"घर का अर्थ सिर्फ ईंट और सीमेंट से चारदीवारी खड़ी कर देना नहीं है। 

यह वह जगह होती है, जहां हमारे सपने आकार लेते हैं और हमारी आंकाक्षाएं उड़ान भरती हैं। 
 
आज कैबिनेट के महत्वपूर्ण फैसले से कई लोगों की जिंदगी में सकारात्मक बदलाव आएगा। ",0.0,0.0,Neutral
174,"My friend President , my prayers and best wishes for your speedy recovery.",0.3,1.0,Positive
175,"Meu amigo Presidente , minhas orações e melhores votos por sua rápida recuperação.",0.0,0.0,Neutral
176,"I bow to Dr. Syama Prasad Mookerjee on his Jayanti. A devout patriot, he made exemplary contributions towards India’s development. He made courageous efforts to further India’s unity. His thoughts and ideals give strength to millions across the nation.",0.5,0.0,Neutral
177,देशवासियों को गुरु पूर्णिमा की ढेरों शुभकामनाएं। जीवन को सार्थक बनाने वाले गुरुओं के प्रति सम्मान प्रकट करने का आज विशेष दिन है। इस अवसर पर सभी गुरुजनों को मेरा सादर नमन।,0.0,0.0,Neutral
178,Best wishes to my senior Cabinet colleague Shri  Ji. Paswan Ji’s administrative experience and insight on key policy issues are a major asset for our Government. His contribution towards social justice is immense. Praying for his long and healthy life.,0.5380952380952381,0.22083333333333335,Positive
179,"भाजपा के प्रत्येक कार्यकर्ता को अपने साथ सात ‘स’ की शक्ति लेकर आगे बढ़ना चाहिए। 
ये हैं-
पहला- सेवाभाव, 
दूसरा- संतुलन, 
तीसरा- संयम, 
चौथा- समन्वय, 
पांचवां- सकारात्मकता, 
छठा- सद्भावना 
और सातवां- संवाद। ",0.0,0.0,Neutral
180,"हम चाहे कार्यकर्ता की भूमिका में हों या सरकार में, वास्तव में हम देश की और गरीबों की सेवा का माध्यम ही हैं।

यह सरकार छह सालों से इसी विचार के साथ काम कर रही है और फैसले ले रही है। ",0.0,0.0,Neutral
181,"कोरोना के इस संकट काल में समाज ने आपको स्नेह दिया है, विश्वास दिया है।

आप किसी गरीब की मदद कर सकें, इसके लिए समाज ने आपको साधन दिए हैं। 

यही वो स्नेह है, वो ऊर्जा है, जिसकी ताकत ने आपको थकने नहीं दिया। हमें इस ऊर्जा को और समाज की इस शक्ति को समझना चाहिए। ",0.0,0.0,Neutral
182,"हमारे लिए हमारे संगठन का मतलब है- सेवा, सबका संग, सबका साथ, सबका सुख, सबकी समृद्धि।
 
हमारा संगठन समाज हित के लिए काम करने वाला है, संघर्ष करने वाला है, समाज और देश के लिए खप जाने वाला है।
 
हमारे लिए हमेशा ‘Nation First’ रहा है। ",0.3333333333333333,0.25,Positive
183,"हम लोगों ने राजनीति में सत्ता को सेवा का माध्यम माना, हमने कभी भी सत्ता को अपने लाभ का माध्यम नहीं बनाया।

निःस्वार्थ सेवा ही हमारा संकल्प और संस्कार रहा है। ",0.0,0.0,Neutral
184,India is placing great importance to education in the agricultural sector that benefits the farmers. India is proud of its traditional agro knowledge and will complement it with latest technology to ensure a boost to the income of farmers.,0.85,0.525,Positive
185,"Other aspects relating to ICAR which we discussed included research on  indigenous breeds of dogs and horses, mission mode approach for vaccination to cure Foot and Mouth disease, study of grasses and local fodder crops and ensuring easy access to farm equipment.",0.40277777777777785,0.10277777777777779,Positive
186,"Emphasised on the need to spread awareness on including millets such as Jowar, Bajra and Ragi as a part of people’s diet. Also emphasised on ensuring extensive awareness programmes on water use efficiency and water conservation.",0.41666666666666663,0.0,Neutral
187,"India is working towards increased organic farming as well as farming on a cluster based approach. Efforts are also ongoing to encourage start-ups related to agriculture, especially ones that encourage usage of latest technology in the sector.",0.7666666666666666,0.16666666666666666,Positive
188,Commendable work has happened in developing varieties that cater to specific requirements of agro-climatic zones. Various varieties have also been developed that will further our endeavour of a nation free from the menace of malnutrition.,0.445,0.1,Positive
189,Reviewed extensively the progress of research in agriculture. Also reviewed aspects relating to education of agriculture during today’s meet. Ensuring farmer welfare is one of our key priorities. ,0.6666666666666666,0.0,Neutral
190,"I congratulate   and the people of the USA on the 244th Independence Day of the USA. As the world's largest democracies, we cherish freedom and human enterprise that this day celebrates. 
",0.1,0.0,Neutral
191,Addressing ‘Seva Hi Sangathan’ interaction. ,0.0,0.0,Neutral
192,"This challenge is for you if you have such a working product or if you feel you have the vision and expertise to create such products. I urge all my friends in the tech community to participate. 

Sharing my thoughts in my  post. 

",0.5,0.0,Neutral
193,"Today there is immense enthusiasm among the tech &amp; start-up community to create world class Made in India Apps. To facilitate their ideas and products _MeitY and  are launching the Aatmanirbhar Bharat App Innovation Challenge. 

",1.0,0.0,Neutral
194,"Performed Sindhu Puja in Nimu yesterday. 

Prayed for the peace, progress and prosperity of our nation. ",0.0,0.0,Neutral
195,"देववाणीं संस्कृतभाषां वैश्विके पटले प्रचारप्रसारशिखरासनम् आसादयितुं कृतयत्नस्य डी.डी.न्यूज़-वाहिन्यां प्रसार्यमाणस्य 'वार्तावली'-कार्यक्रमस्य अतुल्यमस्ति योगदानम्।
वार्तावल्याः पञ्चवर्षपूर्त्यवसरे संस्कृतकार्यक्रमसम्बद्धान् समस्तान् सदस्यान् दर्शकाँश्च अहं हृदयेन अभिनन्दामि। ",0.0,0.0,Neutral
196,"For 4India Karyakartas, serving the nation comes first. 

In these challenging times, our Karyakartas have been working tirelessly across India, helping those in need. 

Will be discussing these works and the way ahead during the ‘Seva Hi Sangathan’ interaction at 4:30 PM. ",0.6666666666666666,0.375,Positive
197,My address at the programme marking Dharma Chakra Parvattana. ,0.0,0.0,Neutral
198,विस्तारवाद का युग समाप्त हो चुका है। यह युग विकासवाद का है। ,0.0,0.0,Neutral
199,"राष्ट्र की, दुनिया की, मानवता की प्रगति के लिए शांति और मित्रता बहुत जरूरी है, लेकिन हम यह भी जानते हैं कि शांति निर्बल नहीं ला सकता, कमजोर शांति की पहल नहीं कर सकता।

भारत आज जल, थल, नभ और अंतरिक्ष तक अगर अपनी ताकत बढ़ा रहा है, तो उसके पीछे का लक्ष्य भी शांति ही है। ",0.0,0.0,Neutral
